indicator_key,indicator_code,date,value,source,raw
unemployment_rate_pct,SL.UEM.TOTL.ZS,2000,1.083,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2000"", ""value"": 1.083, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1999,1.115,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1999"", ""value"": 1.115, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1998,1.117,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1998"", ""value"": 1.117, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1997,1.129,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1997"", ""value"": 1.129, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1996,1.182,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1996"", ""value"": 1.182, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1995,1.047,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1995"", ""value"": 1.047, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1994,1.009,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1994"", ""value"": 1.009, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1993,0.884,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1993"", ""value"": 0.884, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1992,0.971,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1992"", ""value"": 0.971, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1991,1.051,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1991"", ""value"": 1.051, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1990,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1990"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1989,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1989"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1988,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1988"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1987,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1987"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1986,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1986"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1985,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1985"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1984,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1984"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1983,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1983"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1982,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1982"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1981,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1981"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1980,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1980"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1979,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1979"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1978,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1978"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1977,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1977"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1976,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1976"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1975,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1975"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1974,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1974"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1973,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1973"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1972,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1972"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1971,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1971"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1970,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1970"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1969,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1969"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1968,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1968"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1967,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1967"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1966,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1966"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1965,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1965"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1964,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1964"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1963,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1963"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1962,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1962"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1961,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1961"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
unemployment_rate_pct,SL.UEM.TOTL.ZS,1960,,WorldBank,"{""indicator"": {""id"": ""SL.UEM.TOTL.ZS"", ""value"": ""Unemployment, total (% of total labor force) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1960"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 1}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2024,70.729,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2024"", ""value"": 70.729, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2023,70.878,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2023"", ""value"": 70.878, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2022,70.41,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2022"", ""value"": 70.41, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
